Title:  Solar Radiation of All station during year 1961 to 2017

SL.	Station	Year	Month	Decade	Solar Radiation
41648	Khepupara (12110)	1995	July	2	156.03
41649	Khepupara (12110)	1995	July	3	187.11
41650	Khepupara (12110)	1995	August	1	179.17
41651	Khepupara (12110)	1995	August	2	147.18
41652	Khepupara (12110)	1995	August	3	223.92
41653	Khepupara (12110)	1995	September	1	128.22
41654	Khepupara (12110)	1995	September	2	194.98
41655	Khepupara (12110)	1995	September	3	156.28
41656	Khepupara (12110)	1995	October	1	152.91
41657	Khepupara (12110)	1995	October	2	168.47
41658	Khepupara (12110)	1995	October	3	175.66
41659	Khepupara (12110)	1995	November	1	141.69
41660	Khepupara (12110)	1995	November	2	128.62
41661	Khepupara (12110)	1995	November	3	142.54
41662	Khepupara (12110)	1995	December	1	153.14
41663	Khepupara (12110)	1995	December	2	152.26
41664	Khepupara (12110)	1995	December	3	169.75
41665	Khepupara (12110)	1996	January	1	158.41
41666	Khepupara (12110)	1996	January	2	138.53
41667	Khepupara (12110)	1996	January	3	180.71
41668	Khepupara (12110)	1996	February	1	182.78
41669	Khepupara (12110)	1996	February	2	194.23
41670	Khepupara (12110)	1996	February	3	167.65
41671	Khepupara (12110)	1996	March	1	212.55
41672	Khepupara (12110)	1996	March	2	206.98
41673	Khepupara (12110)	1996	March	3	215.35
41674	Khepupara (12110)	1996	April	1	232.32
41675	Khepupara (12110)	1996	April	2	235.39
41676	Khepupara (12110)	1996	April	3	199.72
41677	Khepupara (12110)	1996	May	1	220.98
41678	Khepupara (12110)	1996	May	2	234.50
41679	Khepupara (12110)	1996	May	3	220.95
41680	Khepupara (12110)	1996	June	1	203.73
41681	Khepupara (12110)	1996	June	2	191.79
41682	Khepupara (12110)	1996	June	3	148.97
41683	Khepupara (12110)	1996	July	1	158.47
41684	Khepupara (12110)	1996	July	2	187.64
41685	Khepupara (12110)	1996	July	3	180.08
41686	Khepupara (12110)	1996	August	1	143.37
41687	Khepupara (12110)	1996	August	2	127.29
41688	Khepupara (12110)	1996	August	3	191.35
41689	Khepupara (12110)	1996	September	1	200.90
41690	Khepupara (12110)	1996	September	2	174.85
41691	Khepupara (12110)	1996	September	3	159.45
41692	Khepupara (12110)	1996	October	1	173.24
41693	Khepupara (12110)	1996	October	2	192.28
41694	Khepupara (12110)	1996	October	3	165.26
41695	Khepupara (12110)	1996	November	1	157.84
41696	Khepupara (12110)	1996	November	2	170.07
41697	Khepupara (12110)	1996	November	3	158.96
41698	Khepupara (12110)	1996	December	1	111.46
41699	Khepupara (12110)	1996	December	2	151.50
41700	Khepupara (12110)	1996	December	3	165.27
41701	Khepupara (12110)	1997	January	1	150.65
41702	Khepupara (12110)	1997	January	2	147.04
41703	Khepupara (12110)	1997	January	3	178.32
41704	Khepupara (12110)	1997	February	1	150.97
41705	Khepupara (12110)	1997	February	2	185.52
41706	Khepupara (12110)	1997	February	3	147.27
41707	Khepupara (12110)	1997	March	1	203.61
41708	Khepupara (12110)	1997	March	2	201.16
41709	Khepupara (12110)	1997	March	3	211.43
41710	Khepupara (12110)	1997	April	1	205.26
41711	Khepupara (12110)	1997	April	2	232.73
41712	Khepupara (12110)	1997	April	3	207.41
41713	Khepupara (12110)	1997	May	1	218.43
41714	Khepupara (12110)	1997	May	2	199.47
41715	Khepupara (12110)	1997	May	3	207.10
41716	Khepupara (12110)	1997	June	1	200.66
41717	Khepupara (12110)	1997	June	2	166.39
41718	Khepupara (12110)	1997	June	3	152.97
41719	Khepupara (12110)	1997	July	1	131.97
41720	Khepupara (12110)	1997	July	2	132.53
41721	Khepupara (12110)	1997	July	3	169.02
41722	Khepupara (12110)	1997	August	1	167.67
41723	Khepupara (12110)	1997	August	2	162.38
41724	Khepupara (12110)	1997	August	3	183.14
41725	Khepupara (12110)	1997	September	1	140.60
41726	Khepupara (12110)	1997	September	2	183.24
41727	Khepupara (12110)	1997	September	3	162.34
41728	Khepupara (12110)	1997	October	1	199.59
41729	Khepupara (12110)	1997	October	2	201.64
41730	Khepupara (12110)	1997	October	3	188.33
41731	Khepupara (12110)	1997	November	1	178.51
41732	Khepupara (12110)	1997	November	2	144.57
41733	Khepupara (12110)	1997	November	3	150.27
41734	Khepupara (12110)	1997	December	1	131.95
41735	Khepupara (12110)	1997	December	2	135.60
41736	Khepupara (12110)	1997	December	3	170.66
41737	Khepupara (12110)	1998	January	1	137.10
41738	Khepupara (12110)	1998	January	2	118.60
41739	Khepupara (12110)	1998	January	3	170.04
41740	Khepupara (12110)	1998	February	1	167.63
41741	Khepupara (12110)	1998	February	2	162.21
41742	Khepupara (12110)	1998	February	3	132.24
41743	Khepupara (12110)	1998	March	1	207.90
41744	Khepupara (12110)	1998	March	2	209.27
41745	Khepupara (12110)	1998	March	3	209.66
41746	Khepupara (12110)	1998	April	1	233.18
41747	Khepupara (12110)	1998	April	2	224.18
41748	Khepupara (12110)	1998	April	3	214.49
41749	Khepupara (12110)	1998	May	1	223.21
41750	Khepupara (12110)	1998	May	2	216.59
41751	Khepupara (12110)	1998	May	3	220.70
41752	Khepupara (12110)	1998	June	1	188.82
41753	Khepupara (12110)	1998	June	2	184.28
41754	Khepupara (12110)	1998	June	3	158.24
41755	Khepupara (12110)	1998	July	1	144.44
41756	Khepupara (12110)	1998	July	2	125.97
41757	Khepupara (12110)	1998	July	3	213.17
41758	Khepupara (12110)	1998	August	1	179.16
41759	Khepupara (12110)	1998	August	2	143.27
41760	Khepupara (12110)	1998	August	3	151.45
41761	Khepupara (12110)	1998	September	1	150.85
41762	Khepupara (12110)	1998	September	2	175.64
41763	Khepupara (12110)	1998	September	3	183.07
41764	Khepupara (12110)	1998	October	1	183.04
41765	Khepupara (12110)	1998	October	2	136.04
41766	Khepupara (12110)	1998	October	3	186.96
41767	Khepupara (12110)	1998	November	1	174.06
41768	Khepupara (12110)	1998	November	2	147.30
41769	Khepupara (12110)	1998	November	3	129.17
41770	Khepupara (12110)	1998	December	1	148.90
41771	Khepupara (12110)	1998	December	2	158.94
41772	Khepupara (12110)	1998	December	3	166.04
41773	Khepupara (12110)	1999	January	1	135.11
41774	Khepupara (12110)	1999	January	2	165.24
41775	Khepupara (12110)	1999	January	3	188.32
41776	Khepupara (12110)	1999	February	1	162.79
41777	Khepupara (12110)	1999	February	2	194.28
41778	Khepupara (12110)	1999	February	3	154.84
41779	Khepupara (12110)	1999	March	1	209.15
41780	Khepupara (12110)	1999	March	2	191.63
41781	Khepupara (12110)	1999	March	3	227.50
41782	Khepupara (12110)	1999	April	1	218.17
41783	Khepupara (12110)	1999	April	2	245.61
41784	Khepupara (12110)	1999	April	3	242.35
41785	Khepupara (12110)	1999	May	1	208.19
41786	Khepupara (12110)	1999	May	2	205.89
41787	Khepupara (12110)	1999	May	3	172.86
41788	Khepupara (12110)	1999	June	1	198.58
41789	Khepupara (12110)	1999	June	2	200.24
41790	Khepupara (12110)	1999	June	3	123.26
41791	Khepupara (12110)	1999	July	1	166.16
41792	Khepupara (12110)	1999	July	2	138.60
41793	Khepupara (12110)	1999	July	3	206.13
41794	Khepupara (12110)	1999	August	1	164.97
41795	Khepupara (12110)	1999	August	2	145.67
41796	Khepupara (12110)	1999	August	3	188.19
41797	Khepupara (12110)	1999	September	1	202.03
41798	Khepupara (12110)	1999	September	2	129.72
41799	Khepupara (12110)	1999	September	3	160.65
41800	Khepupara (12110)	1999	October	1	159.72
41801	Khepupara (12110)	1999	October	2	134.81
41802	Khepupara (12110)	1999	October	3	160.05
41803	Khepupara (12110)	1999	November	1	182.57
41804	Khepupara (12110)	1999	November	2	170.18
41805	Khepupara (12110)	1999	November	3	160.81
41806	Khepupara (12110)	1999	December	1	129.26
41807	Khepupara (12110)	1999	December	2	161.68
41808	Khepupara (12110)	1999	December	3	157.54
41809	Khepupara (12110)	2000	January	1	158.73
41810	Khepupara (12110)	2000	January	2	166.70
41811	Khepupara (12110)	2000	January	3	168.96
41812	Khepupara (12110)	2000	February	1	155.06
41813	Khepupara (12110)	2000	February	2	164.14
41814	Khepupara (12110)	2000	February	3	159.56
41815	Khepupara (12110)	2000	March	1	195.22
41816	Khepupara (12110)	2000	March	2	198.12
41817	Khepupara (12110)	2000	March	3	235.73
41818	Khepupara (12110)	2000	April	1	219.71
41819	Khepupara (12110)	2000	April	2	246.03
41820	Khepupara (12110)	2000	April	3	225.37
41821	Khepupara (12110)	2000	May	1	192.45
41822	Khepupara (12110)	2000	May	2	191.61
41823	Khepupara (12110)	2000	May	3	169.27
41824	Khepupara (12110)	2000	June	1	163.93
41825	Khepupara (12110)	2000	June	2	140.52
41826	Khepupara (12110)	2000	June	3	193.54
41827	Khepupara (12110)	2000	July	1	189.93
41828	Khepupara (12110)	2000	July	2	145.41
41829	Khepupara (12110)	2000	July	3	168.73
41830	Khepupara (12110)	2000	August	1	176.25
41831	Khepupara (12110)	2000	August	2	163.97
41832	Khepupara (12110)	2000	August	3	215.78
41833	Khepupara (12110)	2000	September	1	128.70
41834	Khepupara (12110)	2000	September	2	172.53
41835	Khepupara (12110)	2000	September	3	168.78
41836	Khepupara (12110)	2000	October	1	164.73
41837	Khepupara (12110)	2000	October	2	162.84
41838	Khepupara (12110)	2000	October	3	169.68
41839	Khepupara (12110)	2000	November	1	180.88
41840	Khepupara (12110)	2000	November	2	170.36
41841	Khepupara (12110)	2000	November	3	142.21
41842	Khepupara (12110)	2000	December	1	162.95
41843	Khepupara (12110)	2000	December	2	156.20
41844	Khepupara (12110)	2000	December	3	173.80
41845	Khepupara (12110)	2001	January	1	152.89
41846	Khepupara (12110)	2001	January	2	166.43
41847	Khepupara (12110)	2001	January	3	186.81
41848	Khepupara (12110)	2001	February	1	181.46
41849	Khepupara (12110)	2001	February	2	187.22
41850	Khepupara (12110)	2001	February	3	133.70
41851	Khepupara (12110)	2001	March	1	210.37
41852	Khepupara (12110)	2001	March	2	210.91
41853	Khepupara (12110)	2001	March	3	234.00
41854	Khepupara (12110)	2001	April	1	220.60
41855	Khepupara (12110)	2001	April	2	189.06
41856	Khepupara (12110)	2001	April	3	245.20
41857	Khepupara (12110)	2001	May	1	191.57
41858	Khepupara (12110)	2001	May	2	230.69
41859	Khepupara (12110)	2001	May	3	192.06
41860	Khepupara (12110)	2001	June	1	145.67
41861	Khepupara (12110)	2001	June	2	125.34
41862	Khepupara (12110)	2001	June	3	151.54
41863	Khepupara (12110)	2001	July	1	164.25
41864	Khepupara (12110)	2001	July	2	172.68
41865	Khepupara (12110)	2001	July	3	173.99
41866	Khepupara (12110)	2001	August	1	198.00
41867	Khepupara (12110)	2001	August	2	197.69
41868	Khepupara (12110)	2001	August	3	209.81
41869	Khepupara (12110)	2001	September	1	161.78
41870	Khepupara (12110)	2001	September	2	148.40
41871	Khepupara (12110)	2001	September	3	183.31
41872	Khepupara (12110)	2001	October	1	163.91
41873	Khepupara (12110)	2001	October	2	164.04
41874	Khepupara (12110)	2001	October	3	170.43
41875	Khepupara (12110)	2001	November	1	131.06
41876	Khepupara (12110)	2001	November	2	144.73
41877	Khepupara (12110)	2001	November	3	155.29
41878	Khepupara (12110)	2001	December	1	154.31
41879	Khepupara (12110)	2001	December	2	148.71
41880	Khepupara (12110)	2001	December	3	159.31
41881	Khepupara (12110)	2002	January	1	142.13
41882	Khepupara (12110)	2002	January	2	154.74
41883	Khepupara (12110)	2002	January	3	154.18
41884	Khepupara (12110)	2002	February	1	188.43
41885	Khepupara (12110)	2002	February	2	197.38
41886	Khepupara (12110)	2002	February	3	163.24
41887	Khepupara (12110)	2002	March	1	202.33
41888	Khepupara (12110)	2002	March	2	215.53
41889	Khepupara (12110)	2002	March	3	206.37
41890	Khepupara (12110)	2002	April	1	218.55
41891	Khepupara (12110)	2002	April	2	204.07
41892	Khepupara (12110)	2002	April	3	218.58
41893	Khepupara (12110)	2002	May	1	208.33
41894	Khepupara (12110)	2002	May	2	213.74
41895	Khepupara (12110)	2002	May	3	243.42
41896	Khepupara (12110)	2002	June	1	206.57
41897	Khepupara (12110)	2002	June	2	187.62
41898	Khepupara (12110)	2002	June	3	130.78
41899	Khepupara (12110)	2002	July	1	121.58
41900	Khepupara (12110)	2002	July	2	160.18
41901	Khepupara (12110)	2002	July	3	147.90
41902	Khepupara (12110)	2002	August	1	193.98
41903	Khepupara (12110)	2002	August	2	118.72
41904	Khepupara (12110)	2002	August	3	166.68
41905	Khepupara (12110)	2002	September	1	176.65
41906	Khepupara (12110)	2002	September	2	183.09
41907	Khepupara (12110)	2002	September	3	164.94
41908	Khepupara (12110)	2002	October	1	196.73
41909	Khepupara (12110)	2002	October	2	146.67
41910	Khepupara (12110)	2002	October	3	215.46
41911	Khepupara (12110)	2002	November	1	152.87
41912	Khepupara (12110)	2002	November	2	143.23
41913	Khepupara (12110)	2002	November	3	154.79
41914	Khepupara (12110)	2002	December	1	150.40
41915	Khepupara (12110)	2002	December	2	148.94
41916	Khepupara (12110)	2002	December	3	149.53
41917	Khepupara (12110)	2003	January	1	151.00
41918	Khepupara (12110)	2003	January	2	140.08
41919	Khepupara (12110)	2003	January	3	182.36
41920	Khepupara (12110)	2003	February	1	161.28
41921	Khepupara (12110)	2003	February	2	170.18
41922	Khepupara (12110)	2003	February	3	155.08
41923	Khepupara (12110)	2003	March	1	194.63
41924	Khepupara (12110)	2003	March	2	166.31
41925	Khepupara (12110)	2003	March	3	238.64
41926	Khepupara (12110)	2003	April	1	212.63
41927	Khepupara (12110)	2003	April	2	210.82
41928	Khepupara (12110)	2003	April	3	229.15
41929	Khepupara (12110)	2003	May	1	220.85
41930	Khepupara (12110)	2003	May	2	227.16
41931	Khepupara (12110)	2003	May	3	251.09
41932	Khepupara (12110)	2003	June	1	165.17
41933	Khepupara (12110)	2003	June	2	130.29
41934	Khepupara (12110)	2003	June	3	125.35
41935	Khepupara (12110)	2003	July	1	227.38
41936	Khepupara (12110)	2003	July	2	205.13
41937	Khepupara (12110)	2003	July	3	161.51
41938	Khepupara (12110)	2003	August	1	219.44
41939	Khepupara (12110)	2003	August	2	153.14
41940	Khepupara (12110)	2003	August	3	177.19
41941	Khepupara (12110)	2003	September	1	163.83
41942	Khepupara (12110)	2003	September	2	160.10
41943	Khepupara (12110)	2003	September	3	169.12
41944	Khepupara (12110)	2003	October	1	145.39
41945	Khepupara (12110)	2003	October	2	167.00
41946	Khepupara (12110)	2003	October	3	176.44
41947	Khepupara (12110)	2003	November	1	175.00
41948	Khepupara (12110)	2003	November	2	173.06
41949	Khepupara (12110)	2003	November	3	163.42
41950	Khepupara (12110)	2003	December	1	145.61
41951	Khepupara (12110)	2003	December	2	103.43
41952	Khepupara (12110)	2003	December	3	159.38
41953	Khepupara (12110)	2004	January	1	135.33
41954	Khepupara (12110)	2004	January	2	131.52
41955	Khepupara (12110)	2004	January	3	154.13
41956	Khepupara (12110)	2004	February	1	161.00
41957	Khepupara (12110)	2004	February	2	196.76
41958	Khepupara (12110)	2004	February	3	178.74
41959	Khepupara (12110)	2004	March	1	167.54
41960	Khepupara (12110)	2004	March	2	200.28
41961	Khepupara (12110)	2004	March	3	200.00
41962	Khepupara (12110)	2004	April	1	184.45
41963	Khepupara (12110)	2004	April	2	136.02
41964	Khepupara (12110)	2004	April	3	210.45
41965	Khepupara (12110)	2004	May	1	235.23
41966	Khepupara (12110)	2004	May	2	190.33
41967	Khepupara (12110)	2004	May	3	218.85
41968	Khepupara (12110)	2004	June	1	214.58
41969	Khepupara (12110)	2004	June	2	128.22
41970	Khepupara (12110)	2004	June	3	146.42
41971	Khepupara (12110)	2004	July	1	160.84
41972	Khepupara (12110)	2004	July	2	161.88
41973	Khepupara (12110)	2004	July	3	174.47
41974	Khepupara (12110)	2004	August	1	155.54
41975	Khepupara (12110)	2004	August	2	163.08
41976	Khepupara (12110)	2004	August	3	160.02
41977	Khepupara (12110)	2004	September	1	147.30
41978	Khepupara (12110)	2004	September	2	133.06
41979	Khepupara (12110)	2004	September	3	163.71
41980	Khepupara (12110)	2004	October	1	142.63
41981	Khepupara (12110)	2004	October	2	169.13
41982	Khepupara (12110)	2004	October	3	194.38
41983	Khepupara (12110)	2004	November	1	166.45
41984	Khepupara (12110)	2004	November	2	152.52
41985	Khepupara (12110)	2004	November	3	136.63
41986	Khepupara (12110)	2004	December	1	143.60
41987	Khepupara (12110)	2004	December	2	128.40
41988	Khepupara (12110)	2004	December	3	137.81
41989	Khepupara (12110)	2005	January	1	128.03
41990	Khepupara (12110)	2005	January	2	141.24
41991	Khepupara (12110)	2005	January	3	166.39
41992	Khepupara (12110)	2005	February	1	175.75
41993	Khepupara (12110)	2005	February	2	176.19
41994	Khepupara (12110)	2005	February	3	153.30
41995	Khepupara (12110)	2005	March	1	187.09
41996	Khepupara (12110)	2005	March	2	200.23
41997	Khepupara (12110)	2005	March	3	216.71
41998	Khepupara (12110)	2005	April	1	238.82
41999	Khepupara (12110)	2005	April	2	235.97
42000	Khepupara (12110)	2005	April	3	246.32
42001	Khepupara (12110)	2005	May	1	211.58
42002	Khepupara (12110)	2005	May	2	242.83
42003	Khepupara (12110)	2005	May	3	263.56
42004	Khepupara (12110)	2005	June	1	219.83
42005	Khepupara (12110)	2005	June	2	139.06
42006	Khepupara (12110)	2005	June	3	136.21
42007	Khepupara (12110)	2005	July	1	167.93
42008	Khepupara (12110)	2005	July	2	183.24
42009	Khepupara (12110)	2005	July	3	229.49
42010	Khepupara (12110)	2005	August	1	141.20
42011	Khepupara (12110)	2005	August	2	153.81
42012	Khepupara (12110)	2005	August	3	144.92
42013	Khepupara (12110)	2005	September	1	166.15
42014	Khepupara (12110)	2005	September	2	150.66
42015	Khepupara (12110)	2005	September	3	119.13
42016	Khepupara (12110)	2005	October	1	166.16
42017	Khepupara (12110)	2005	October	2	154.49
42018	Khepupara (12110)	2005	October	3	138.35
42019	Khepupara (12110)	2005	November	1	156.29
42020	Khepupara (12110)	2005	November	2	171.06
42021	Khepupara (12110)	2005	November	3	156.47
42022	Khepupara (12110)	2005	December	1	161.43
42023	Khepupara (12110)	2005	December	2	133.46
42024	Khepupara (12110)	2005	December	3	140.95
42025	Khepupara (12110)	2006	January	1	152.08
42026	Khepupara (12110)	2006	January	2	151.40
42027	Khepupara (12110)	2006	January	3	187.33
42028	Khepupara (12110)	2006	February	1	168.54
42029	Khepupara (12110)	2006	February	2	172.57
42030	Khepupara (12110)	2006	February	3	155.93
42031	Khepupara (12110)	2006	March	1	188.50
42032	Khepupara (12110)	2006	March	2	195.25
42033	Khepupara (12110)	2006	March	3	232.84
42034	Khepupara (12110)	2006	April	1	226.38
42035	Khepupara (12110)	2006	April	2	192.46
42036	Khepupara (12110)	2006	April	3	249.83
42037	Khepupara (12110)	2006	May	1	239.32
42038	Khepupara (12110)	2006	May	2	226.53
42039	Khepupara (12110)	2006	May	3	187.27
42040	Khepupara (12110)	2006	June	1	154.30
42041	Khepupara (12110)	2006	June	2	174.36
42042	Khepupara (12110)	2006	June	3	173.90
42043	Khepupara (12110)	2006	July	1	132.60
42044	Khepupara (12110)	2006	July	2	145.80
42045	Khepupara (12110)	2006	July	3	197.65
42046	Khepupara (12110)	2006	August	1	176.45
42047	Khepupara (12110)	2006	August	2	140.18
42048	Khepupara (12110)	2006	August	3	190.09
42049	Khepupara (12110)	2006	September	1	204.60
42050	Khepupara (12110)	2006	September	2	172.54
42051	Khepupara (12110)	2006	September	3	143.31
42052	Khepupara (12110)	2006	October	1	192.27
42053	Khepupara (12110)	2006	October	2	140.89
42054	Khepupara (12110)	2006	October	3	164.04
42055	Khepupara (12110)	2006	November	1	130.77
42056	Khepupara (12110)	2006	November	2	149.08
42057	Khepupara (12110)	2006	November	3	145.70
42058	Khepupara (12110)	2006	December	1	148.74
42059	Khepupara (12110)	2006	December	2	146.05
42060	Khepupara (12110)	2006	December	3	154.32
42061	Khepupara (12110)	2007	January	1	147.07
42062	Khepupara (12110)	2007	January	2	146.27
42063	Khepupara (12110)	2007	January	3	180.25
42064	Khepupara (12110)	2007	February	1	147.35
42065	Khepupara (12110)	2007	February	2	182.08
42066	Khepupara (12110)	2007	February	3	162.51
42067	Khepupara (12110)	2007	March	1	211.11
42068	Khepupara (12110)	2007	March	2	223.85
42069	Khepupara (12110)	2007	March	3	237.39
42070	Khepupara (12110)	2007	April	1	216.99
42071	Khepupara (12110)	2007	April	2	232.12
42072	Khepupara (12110)	2007	April	3	224.73
42073	Khepupara (12110)	2007	May	1	224.96
42074	Khepupara (12110)	2007	May	2	214.85
42075	Khepupara (12110)	2007	May	3	233.82
42076	Khepupara (12110)	2007	June	1	172.22
42077	Khepupara (12110)	2007	June	2	146.24
42078	Khepupara (12110)	2007	June	3	183.49
42079	Khepupara (12110)	2007	July	1	137.72
42080	Khepupara (12110)	2007	July	2	177.62
42081	Khepupara (12110)	2007	July	3	166.60
42082	Khepupara (12110)	2007	August	1	201.06
42083	Khepupara (12110)	2007	August	2	133.95
42084	Khepupara (12110)	2007	August	3	182.03
42085	Khepupara (12110)	2007	September	1	120.54
42086	Khepupara (12110)	2007	September	2	164.59
42087	Khepupara (12110)	2007	September	3	145.64
42088	Khepupara (12110)	2007	October	1	153.45
42089	Khepupara (12110)	2007	October	2	152.94
42090	Khepupara (12110)	2007	October	3	211.63
42091	Khepupara (12110)	2007	November	1	140.66
42092	Khepupara (12110)	2007	November	2	153.09
42093	Khepupara (12110)	2007	November	3	169.03
42094	Khepupara (12110)	2007	December	1	151.83
42095	Khepupara (12110)	2007	December	2	133.67
42096	Khepupara (12110)	2007	December	3	162.05
42097	Khepupara (12110)	2008	January	1	156.54
42098	Khepupara (12110)	2008	January	2	162.36
42099	Khepupara (12110)	2008	January	3	157.11
42100	Khepupara (12110)	2008	February	1	160.93
42101	Khepupara (12110)	2008	February	2	192.96
42102	Khepupara (12110)	2008	February	3	187.28
42103	Khepupara (12110)	2008	March	1	194.56
42104	Khepupara (12110)	2008	March	2	194.68
42105	Khepupara (12110)	2008	March	3	218.63
42106	Khepupara (12110)	2008	April	1	219.16
42107	Khepupara (12110)	2008	April	2	240.72
42108	Khepupara (12110)	2008	April	3	246.98
42109	Khepupara (12110)	2008	May	1	223.42
42110	Khepupara (12110)	2008	May	2	214.01
42111	Khepupara (12110)	2008	May	3	232.14
42112	Khepupara (12110)	2008	June	1	156.42
42113	Khepupara (12110)	2008	June	2	155.05
42114	Khepupara (12110)	2008	June	3	155.68
42115	Khepupara (12110)	2008	July	1	132.88
42116	Khepupara (12110)	2008	July	2	121.41
42117	Khepupara (12110)	2008	July	3	229.52
42118	Khepupara (12110)	2008	August	1	200.23
42119	Khepupara (12110)	2008	August	2	126.43
42120	Khepupara (12110)	2008	August	3	218.20
42121	Khepupara (12110)	2008	September	1	175.36
42122	Khepupara (12110)	2008	September	2	153.07
42123	Khepupara (12110)	2008	September	3	148.52
42124	Khepupara (12110)	2008	October	1	165.44
42125	Khepupara (12110)	2008	October	2	204.13
42126	Khepupara (12110)	2008	October	3	160.77
42127	Khepupara (12110)	2008	November	1	170.85
42128	Khepupara (12110)	2008	November	2	158.90
42129	Khepupara (12110)	2008	November	3	161.43
42130	Khepupara (12110)	2008	December	1	142.31
42131	Khepupara (12110)	2008	December	2	130.23
42132	Khepupara (12110)	2008	December	3	154.69
42133	Khepupara (12110)	2009	January	1	148.23
42134	Khepupara (12110)	2009	January	2	153.45
42135	Khepupara (12110)	2009	January	3	169.94
42136	Khepupara (12110)	2009	February	1	184.24
42137	Khepupara (12110)	2009	February	2	192.34
42138	Khepupara (12110)	2009	February	3	155.92
42139	Khepupara (12110)	2009	March	1	192.81
42140	Khepupara (12110)	2009	March	2	187.42
42141	Khepupara (12110)	2009	March	3	237.71
42142	Khepupara (12110)	2009	April	1	234.16
42143	Khepupara (12110)	2009	April	2	225.39
42144	Khepupara (12110)	2009	April	3	232.87
42145	Khepupara (12110)	2009	May	1	244.29
42146	Khepupara (12110)	2009	May	2	214.05
42147	Khepupara (12110)	2009	May	3	243.10
42148	Khepupara (12110)	2009	June	1	202.55
42149	Khepupara (12110)	2009	June	2	213.98
42150	Khepupara (12110)	2009	June	3	177.41
42151	Khepupara (12110)	2009	July	1	142.85
42152	Khepupara (12110)	2009	July	2	190.27
42153	Khepupara (12110)	2009	July	3	161.02
42154	Khepupara (12110)	2009	August	1	143.25
42155	Khepupara (12110)	2009	August	2	146.45
42156	Khepupara (12110)	2009	August	3	176.71
42157	Khepupara (12110)	2009	September	1	148.99
42158	Khepupara (12110)	2009	September	2	152.20
42159	Khepupara (12110)	2009	September	3	165.86
42160	Khepupara (12110)	2009	October	1	114.35
42161	Khepupara (12110)	2009	October	2	181.25
42162	Khepupara (12110)	2009	October	3	216.10
42163	Khepupara (12110)	2009	November	1	158.09
42164	Khepupara (12110)	2009	November	2	151.40
42165	Khepupara (12110)	2009	November	3	161.74
42166	Khepupara (12110)	2009	December	1	149.67
42167	Khepupara (12110)	2009	December	2	139.25
42168	Khepupara (12110)	2009	December	3	166.52
42169	Khepupara (12110)	2010	January	1	158.30
42170	Khepupara (12110)	2010	January	2	130.55
42171	Khepupara (12110)	2010	January	3	191.73
42172	Khepupara (12110)	2010	February	1	177.83
42173	Khepupara (12110)	2010	February	2	171.30
42174	Khepupara (12110)	2010	February	3	150.11
42175	Khepupara (12110)	2010	March	1	194.22
42176	Khepupara (12110)	2010	March	2	214.48
42177	Khepupara (12110)	2010	March	3	223.82
42178	Khepupara (12110)	2010	April	1	228.45
42179	Khepupara (12110)	2010	April	2	224.19
42180	Khepupara (12110)	2010	April	3	222.56
42181	Khepupara (12110)	2010	May	1	233.90
42182	Khepupara (12110)	2010	May	2	237.73
42183	Khepupara (12110)	2010	May	3	178.95
42184	Khepupara (12110)	2010	June	1	217.09
42185	Khepupara (12110)	2010	June	2	137.79
42186	Khepupara (12110)	2010	June	3	163.03
42187	Khepupara (12110)	2010	July	1	212.03
42188	Khepupara (12110)	2010	July	2	171.55
42189	Khepupara (12110)	2010	July	3	187.11
42190	Khepupara (12110)	2010	August	1	217.33
42191	Khepupara (12110)	2010	August	2	152.87
42192	Khepupara (12110)	2010	August	3	208.31
42193	Khepupara (12110)	2010	September	1	215.11
42194	Khepupara (12110)	2010	September	2	133.41
42195	Khepupara (12110)	2010	September	3	172.95
42196	Khepupara (12110)	2010	October	1	163.52
42197	Khepupara (12110)	2010	October	2	166.12
42198	Khepupara (12110)	2010	October	3	179.61
42199	Khepupara (12110)	2010	November	1	164.76
42200	Khepupara (12110)	2010	November	2	152.12
42201	Khepupara (12110)	2010	November	3	155.56
42202	Khepupara (12110)	2010	December	1	119.69
42203	Khepupara (12110)	2010	December	2	141.34
42204	Khepupara (12110)	2010	December	3	166.73
42205	Khepupara (12110)	2011	January	1	139.27
42206	Khepupara (12110)	2011	January	2	154.56
42207	Khepupara (12110)	2011	January	3	187.00
42208	Khepupara (12110)	2011	February	1	176.67
42209	Khepupara (12110)	2011	February	2	175.03
42210	Khepupara (12110)	2011	February	3	155.55
42211	Khepupara (12110)	2011	March	1	218.44
42212	Khepupara (12110)	2011	March	2	214.53
42213	Khepupara (12110)	2011	March	3	235.99
42214	Khepupara (12110)	2011	April	1	224.65
42215	Khepupara (12110)	2011	April	2	243.20
42216	Khepupara (12110)	2011	April	3	193.46
42217	Khepupara (12110)	2011	May	1	221.77
42218	Khepupara (12110)	2011	May	2	223.17
42219	Khepupara (12110)	2011	May	3	211.10
42220	Khepupara (12110)	2011	June	1	221.76
42221	Khepupara (12110)	2011	June	2	158.40
42222	Khepupara (12110)	2011	June	3	122.47
42223	Khepupara (12110)	2011	July	1	180.55
42224	Khepupara (12110)	2011	July	2	147.71
42225	Khepupara (12110)	2011	July	3	238.92
42226	Khepupara (12110)	2011	August	1	128.09
42227	Khepupara (12110)	2011	August	2	146.47
42228	Khepupara (12110)	2011	August	3	169.35
